0.8666666666666666,1.0,0.8666666666666666,0.8666666666666666,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,1.0,1.0,1.0,1.0,0.13333333333333333,0.13333333333333333,1.0,1.0,0.29411764705882354,0.47058823529411764,0.2222222222222222,0.2777777777777778,1,9
0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,1.0,1.0,0.0,0.4,0.2,0.2,0.4,1,5
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.5714285714285714,0.14285714285714285,0,4
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3888888888888889,0.4444444444444444,0.8,0.4,1,5
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4074074074074074,0.6296296296296297,0.6,0.5333333333333333,1,52
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38461538461538464,0.38461538461538464,0.4,0.4,1,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3888888888888889,0.4444444444444444,0.2631578947368421,0.3157894736842105,1,4
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29411764705882354,0.47058823529411764,0.2222222222222222,0.2777777777777778,0,8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8369565217391304,1.0,0.9710144927536232,1.0,0.0,0.3333333333333333,0.2916666666666667,0.6,0.6,1,23
1.0,1.0,1.0,1.0,1.0,0.8705547652916074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.7333333333333333,0.3103448275862069,0.7931034482758621,,37
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,0.4117647058823529,0.35294117647058826,1,5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7307692307692307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45,0.4,0.38095238095238093,0.23809523809523808,1,12
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9615384615384616,1.0,1.0,0.8717948717948718,0.45,0.4,0.38095238095238093,0.23809523809523808,1,12
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,0.375,0.35714285714285715,0.2857142857142857,1,2
0.42857142857142855,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,0.7142857142857143,0.3888888888888889,0.4444444444444444,0.2631578947368421,0.3157894736842105,0,6
1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.5263157894736842,0.25,0.35,1,6
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9818181818181819,1.0,1.0,0.0,0.4,0.1,0.21052631578947367,0.2631578947368421,1,10
